,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1014,Alexandra activation,2026-08-28T10:51:04.000,-26.0975089,28.1044508,85.0,16.0,18.0,17.0,32.0
1015,Alexandra activation,2026-08-28T10:51:09.000,-26.0975098,28.1044516,85.0,16.0,18.0,17.0,32.0
1016,Alexandra activation,2026-08-28T10:51:14.000,-26.0975097,28.104453,85.0,17.0,20.0,19.0,32.0
1017,Alexandra activation,2026-08-28T10:51:19.000,-26.0975106,28.1044516,85.0,17.0,19.0,18.0,32.0
1018,Alexandra activation,2026-08-28T10:51:24.000,-26.0975102,28.1044512,85.0,15.0,17.0,16.0,32.0
1019,Alexandra activation,2026-08-28T10:51:29.000,-26.0975103,28.10445,85.0,16.0,18.0,17.0,32.0
1020,Alexandra activation,2026-08-28T10:51:34.000,-26.0975099,28.1044506,85.0,16.0,18.0,17.0,32.0
1021,Alexandra activation,2026-08-28T10:51:39.000,-26.0975103,28.1044511,85.0,17.0,20.0,19.0,32.0
1022,Alexandra activation,2026-08-28T10:51:44.000,-26.0975084,28.1044512,85.0,18.0,21.0,20.0,32.0
1023,Alexandra activation,2026-08-28T10:51:49.000,-26.097508,28.1044524,85.0,19.0,22.0,21.0,32.0
1024,Alexandra activation,2026-08-28T10:51:54.000,-26.0975082,28.1044529,85.0,18.0,21.0,20.0,32.0
1025,Alexandra activation,2026-08-28T10:51:59.000,-26.0975082,28.1044536,85.0,18.0,20.0,19.0,32.0
1026,Alexandra activation,2026-08-28T10:52:04.000,-26.0975082,28.1044539,85.0,16.0,18.0,17.0,32.0
1027,Alexandra activation,2026-08-28T10:52:09.000,-26.0975081,28.1044539,85.0,20.0,24.0,22.0,32.0
1028,Alexandra activation,2026-08-28T10:52:14.000,-26.0975092,28.1044535,85.0,23.0,32.0,25.0,32.0
1029,Alexandra activation,2026-08-28T10:52:19.000,-26.0975086,28.1044529,85.0,26.0,37.0,28.0,32.0
1030,Alexandra activation,2026-08-28T10:52:24.000,-26.0975088,28.1044535,86.0,24.0,34.0,26.0,31.0
1031,Alexandra activation,2026-08-28T10:52:29.000,-26.0975083,28.1044538,86.0,22.0,30.0,24.0,31.0
1032,Alexandra activation,2026-08-28T10:52:34.000,-26.0975077,28.104454,86.0,20.0,24.0,22.0,31.0
1033,Alexandra activation,2026-08-28T10:52:39.000,-26.0975073,28.1044536,86.0,16.0,19.0,18.0,31.0
1034,Alexandra activation,2026-08-28T10:52:44.000,-26.0975077,28.1044538,86.0,16.0,18.0,17.0,31.0
1035,Alexandra activation,2026-08-28T10:52:49.000,-26.0975077,28.1044542,85.0,16.0,18.0,17.0,31.0
1036,Alexandra activation,2026-08-28T10:52:54.000,-26.0975071,28.1044543,85.0,16.0,18.0,17.0,31.0
1037,Alexandra activation,2026-08-28T10:52:59.000,-26.0975071,28.1044548,85.0,17.0,20.0,19.0,31.0
1038,Alexandra activation,2026-08-28T10:53:04.000,-26.0975071,28.1044547,85.0,19.0,22.0,21.0,31.0
1039,Alexandra activation,2026-08-28T10:53:09.000,-26.0975077,28.1044538,85.0,18.0,21.0,20.0,31.0
1040,Alexandra activation,2026-08-28T10:53:14.000,-26.0975081,28.1044535,85.0,16.0,18.0,17.0,31.0
1041,Alexandra activation,2026-08-28T10:53:19.000,-26.097508,28.1044533,85.0,14.0,16.0,16.0,31.0
1042,Alexandra activation,2026-08-28T10:53:24.000,-26.0975078,28.104453,85.0,14.0,16.0,15.0,32.0
1043,Alexandra activation,2026-08-28T10:53:29.000,-26.097508,28.1044518,85.0,14.0,16.0,15.0,32.0
1044,Alexandra activation,2026-08-28T10:53:34.000,-26.0975077,28.1044517,86.0,12.0,13.0,13.0,32.0
1045,Alexandra activation,2026-08-28T10:53:39.000,-26.0974772,28.1044419,85.0,14.0,15.0,15.0,31.0
1046,Alexandra activation,2026-08-28T10:53:44.000,-26.0974029,28.1044099,86.0,14.0,16.0,15.0,31.0
1047,Alexandra activation,2026-08-28T10:53:49.000,-26.097392,28.1043929,85.0,15.0,16.0,16.0,31.0
1048,Alexandra activation,2026-08-28T10:53:54.000,-26.0973922,28.1044004,85.0,14.0,15.0,15.0,32.0
1049,Alexandra activation,2026-08-28T10:53:59.000,-26.0973865,28.1044114,85.0,11.0,12.0,12.0,32.0
1050,Alexandra activation,2026-08-28T10:54:04.000,-26.0973942,28.1044112,85.0,12.0,13.0,13.0,33.0
1051,Alexandra activation,2026-08-28T10:54:09.000,-26.097461,28.1044371,85.0,14.0,16.0,15.0,33.0
1052,Alexandra activation,2026-08-28T10:54:14.000,-26.0975169,28.1044719,85.0,15.0,17.0,16.0,32.0
1053,Alexandra activation,2026-08-28T10:54:19.000,-26.0975394,28.1044537,85.0,15.0,17.0,16.0,32.0
1054,Alexandra activation,2026-08-28T10:54:24.000,-26.0975317,28.1044695,86.0,13.0,14.0,14.0,32.0
1055,Alexandra activation,2026-08-28T10:54:29.000,-26.0975126,28.1044639,86.0,12.0,13.0,13.0,32.0
1056,Alexandra activation,2026-08-28T10:54:34.000,-26.0975045,28.1044623,86.0,13.0,14.0,14.0,33.0
1057,Alexandra activation,2026-08-28T10:54:39.000,-26.0975045,28.1044692,86.0,15.0,17.0,16.0,32.0
1058,Alexandra activation,2026-08-28T10:54:44.000,-26.0975126,28.104472,86.0,14.0,16.0,15.0,32.0
1059,Alexandra activation,2026-08-28T10:54:49.000,-26.0975117,28.1044712,86.0,13.0,14.0,14.0,31.0
1060,Alexandra activation,2026-08-28T10:54:54.000,-26.097511,28.1044697,86.0,12.0,14.0,13.0,31.0
1061,Alexandra activation,2026-08-28T10:54:59.000,-26.0975115,28.1044718,86.0,13.0,14.0,14.0,31.0
1062,Alexandra activation,2026-08-28T10:55:04.000,-26.0975119,28.1044716,86.0,12.0,13.0,13.0,31.0
1063,Alexandra activation,2026-08-28T10:55:09.000,-26.0975118,28.1044714,86.0,12.0,13.0,13.0,31.0
1064,Alexandra activation,2026-08-28T10:55:14.000,-26.0975121,28.1044719,86.0,12.0,13.0,13.0,31.0
1065,Alexandra activation,2026-08-28T10:55:19.000,-26.0975119,28.104472,86.0,12.0,13.0,13.0,31.0
1066,Alexandra activation,2026-08-28T10:55:24.000,-26.097512,28.1044717,86.0,14.0,16.0,15.0,31.0
1067,Alexandra activation,2026-08-28T10:55:29.000,-26.0975117,28.1044712,86.0,15.0,17.0,16.0,31.0
1068,Alexandra activation,2026-08-28T10:55:34.000,-26.0975108,28.1044714,86.0,15.0,17.0,16.0,31.0
1069,Alexandra activation,2026-08-28T10:55:39.000,-26.0975106,28.1044708,86.0,14.0,16.0,15.0,31.0
1070,Alexandra activation,2026-08-28T10:55:44.000,-26.0975104,28.1044704,86.0,15.0,17.0,16.0,31.0
1071,Alexandra activation,2026-08-28T10:55:49.000,-26.0975097,28.1044697,86.0,14.0,15.0,15.0,31.0
1072,Alexandra activation,2026-08-28T10:55:54.000,-26.0975094,28.10447,86.0,12.0,13.0,13.0,31.0
1073,Alexandra activation,2026-08-28T10:55:59.000,-26.0975092,28.1044694,86.0,13.0,14.0,14.0,31.0
1074,Alexandra activation,2026-08-28T10:56:04.000,-26.0975087,28.104469,86.0,12.0,13.0,13.0,31.0
1075,Alexandra activation,2026-08-28T10:56:09.000,-26.0975082,28.1044702,86.0,14.0,16.0,15.0,31.0
1076,Alexandra activation,2026-08-28T10:56:14.000,-26.0975078,28.1044709,86.0,14.0,16.0,15.0,32.0
1077,Alexandra activation,2026-08-28T10:56:19.000,-26.0975081,28.1044704,86.0,13.0,15.0,14.0,32.0
1078,Alexandra activation,2026-08-28T10:56:24.000,-26.0975132,28.1044904,86.0,14.0,16.0,15.0,31.0
1079,Alexandra activation,2026-08-28T10:56:29.000,-26.097513,28.1044942,86.0,15.0,17.0,16.0,31.0
1080,Alexandra activation,2026-08-28T10:56:34.000,-26.0975132,28.1044939,86.0,15.0,17.0,16.0,31.0
1081,Alexandra activation,2026-08-28T10:56:39.000,-26.0975134,28.1044939,86.0,16.0,18.0,17.0,31.0
1082,Alexandra activation,2026-08-28T10:56:44.000,-26.0975069,28.1044845,86.0,16.0,18.0,17.0,31.0
1083,Alexandra activation,2026-08-28T10:56:49.000,-26.0975011,28.1044742,86.0,15.0,17.0,16.0,31.0
1084,Alexandra activation,2026-08-28T10:56:54.000,-26.0974983,28.1044713,85.0,16.0,18.0,17.0,31.0
1085,Alexandra activation,2026-08-28T10:56:59.000,-26.0974959,28.1044699,85.0,16.0,18.0,17.0,31.0
1086,Alexandra activation,2026-08-28T10:57:04.000,-26.0974946,28.1044695,85.0,16.0,18.0,17.0,31.0
1087,Alexandra activation,2026-08-28T10:57:09.000,-26.0974988,28.1044741,85.0,16.0,18.0,17.0,31.0
1088,Alexandra activation,2026-08-28T10:57:14.000,-26.0974966,28.104541,85.0,15.0,17.0,16.0,31.0
1089,Alexandra activation,2026-08-28T10:57:19.000,-26.0975077,28.1045742,85.0,17.0,19.0,18.0,31.0
1090,Alexandra activation,2026-08-28T10:57:24.000,-26.0975078,28.1045664,85.0,16.0,19.0,18.0,31.0
1091,Alexandra activation,2026-08-28T10:57:29.000,-26.0975133,28.1045636,85.0,14.0,16.0,15.0,31.0
1092,Alexandra activation,2026-08-28T10:57:34.000,-26.0975151,28.1045637,85.0,13.0,14.0,14.0,32.0
1093,Alexandra activation,2026-08-28T10:57:39.000,-26.0975159,28.1045653,85.0,14.0,16.0,15.0,32.0
1094,Alexandra activation,2026-08-28T10:57:44.000,-26.0975161,28.1045661,85.0,13.0,14.0,14.0,32.0
1095,Alexandra activation,2026-08-28T10:57:49.000,-26.0975163,28.1045655,85.0,13.0,14.0,14.0,32.0
1096,Alexandra activation,2026-08-28T10:57:54.000,-26.0975165,28.1045656,85.0,14.0,16.0,15.0,31.0
1097,Alexandra activation,2026-08-28T10:57:59.000,-26.0975082,28.1045768,85.0,14.0,16.0,15.0,31.0
1098,Alexandra activation,2026-08-28T10:58:04.000,-26.0975005,28.104588,85.0,14.0,16.0,15.0,31.0
1099,Alexandra activation,2026-08-28T10:58:09.000,-26.0974974,28.1045903,85.0,14.0,16.0,15.0,31.0
1100,Alexandra activation,2026-08-28T10:58:14.000,-26.0974962,28.104592,85.0,14.0,16.0,15.0,32.0
1101,Alexandra activation,2026-08-28T10:58:19.000,-26.0974926,28.1045943,85.0,14.0,16.0,15.0,31.0
1102,Alexandra activation,2026-08-28T10:58:24.000,-26.0974841,28.1045987,85.0,14.0,16.0,15.0,31.0
1103,Alexandra activation,2026-08-28T10:58:29.000,-26.0974831,28.1046026,85.0,13.0,15.0,14.0,32.0
1104,Alexandra activation,2026-08-28T10:58:34.000,-26.097486,28.1046023,85.0,13.0,15.0,14.0,32.0
1105,Alexandra activation,2026-08-28T10:58:39.000,-26.0974886,28.104602,85.0,16.0,18.0,17.0,33.0
1106,Alexandra activation,2026-08-28T10:58:44.000,-26.0974906,28.1046002,85.0,16.0,18.0,17.0,32.0
1107,Alexandra activation,2026-08-28T10:58:49.000,-26.0974913,28.1045998,85.0,15.0,17.0,16.0,32.0
1108,Alexandra activation,2026-08-28T10:58:54.000,-26.0974921,28.1045986,85.0,14.0,16.0,15.0,32.0
1109,Alexandra activation,2026-08-28T10:58:59.000,-26.097485,28.1046023,85.0,14.0,16.0,15.0,32.0
1110,Alexandra activation,2026-08-28T10:59:04.000,-26.0974716,28.104597,86.0,15.0,17.0,16.0,32.0
1111,Alexandra activation,2026-08-28T10:59:09.000,-26.097469,28.1045956,86.0,16.0,18.0,17.0,32.0
1112,Alexandra activation,2026-08-28T10:59:14.000,-26.0974719,28.1046077,86.0,15.0,17.0,16.0,32.0
1113,Alexandra activation,2026-08-28T10:59:19.000,-26.097472,28.1045959,86.0,15.0,17.0,16.0,32.0
1114,Alexandra activation,2026-08-28T10:59:24.000,-26.0974776,28.1045985,86.0,14.0,15.0,14.0,31.0
1115,Alexandra activation,2026-08-28T10:59:29.000,-26.097495,28.104588,86.0,14.0,16.0,15.0,31.0
1116,Alexandra activation,2026-08-28T10:59:34.000,-26.0974968,28.1045844,86.0,15.0,17.0,16.0,31.0
1117,Alexandra activation,2026-08-28T10:59:39.000,-26.0974973,28.104584,86.0,15.0,17.0,16.0,30.0
1118,Alexandra activation,2026-08-28T10:59:44.000,-26.097507,28.1045735,86.0,15.0,17.0,16.0,30.0
1119,Alexandra activation,2026-08-28T10:59:49.000,-26.0975094,28.1045625,86.0,14.0,16.0,15.0,30.0
1120,Alexandra activation,2026-08-28T10:59:54.000,-26.0975079,28.1045604,86.0,14.0,15.0,15.0,30.0
1121,Alexandra activation,2026-08-28T10:59:59.000,-26.0975094,28.1045589,86.0,13.0,14.0,14.0,31.0
1122,Alexandra activation,2026-08-28T11:00:04.000,-26.0975101,28.1045583,86.0,13.0,14.0,14.0,32.0
1123,Alexandra activation,2026-08-28T11:00:09.000,-26.097511,28.1045584,86.0,15.0,17.0,16.0,32.0
1124,Alexandra activation,2026-08-28T11:00:14.000,-26.0975113,28.104559,86.0,16.0,18.0,17.0,32.0
1125,Alexandra activation,2026-08-28T11:00:19.000,-26.0975115,28.1045591,86.0,16.0,18.0,17.0,31.0
1126,Alexandra activation,2026-08-28T11:00:24.000,-26.0975006,28.1045267,86.0,16.0,18.0,17.0,32.0
1127,Alexandra activation,2026-08-28T11:00:29.000,-26.0975139,28.1045024,86.0,16.0,18.0,17.0,32.0
1128,Alexandra activation,2026-08-28T11:00:34.000,-26.0975317,28.1044613,86.0,17.0,20.0,19.0,32.0
1129,Alexandra activation,2026-08-28T11:00:39.000,-26.0975577,28.1044228,86.0,17.0,19.0,18.0,31.0
1130,Alexandra activation,2026-08-28T11:00:44.000,-26.0975705,28.1044184,86.0,16.0,18.0,17.0,31.0
1131,Alexandra activation,2026-08-28T11:00:49.000,-26.0975973,28.1043989,86.0,14.0,16.0,16.0,30.0
1132,Alexandra activation,2026-08-28T11:00:54.000,-26.097607,28.1043827,86.0,14.0,16.0,15.0,30.0
1133,Alexandra activation,2026-08-28T11:00:59.000,-26.097589,28.1043864,86.0,15.0,17.0,16.0,30.0
1134,Alexandra activation,2026-08-28T11:01:04.000,-26.0975839,28.1043934,86.0,14.0,15.0,15.0,31.0
1135,Alexandra activation,2026-08-28T11:01:09.000,-26.0975899,28.1043901,86.0,14.0,16.0,15.0,31.0
1136,Alexandra activation,2026-08-28T11:01:14.000,-26.0976017,28.1043876,86.0,14.0,16.0,15.0,31.0
1137,Alexandra activation,2026-08-28T11:01:19.000,-26.097609,28.1043846,86.0,15.0,17.0,16.0,31.0
1138,Alexandra activation,2026-08-28T11:01:24.000,-26.0976102,28.104373,86.0,15.0,17.0,16.0,31.0
1139,Alexandra activation,2026-08-28T11:01:29.000,-26.0976095,28.104364,86.0,16.0,18.0,17.0,31.0
1140,Alexandra activation,2026-08-28T11:01:34.000,-26.0976109,28.1043593,86.0,16.0,18.0,17.0,30.0
1141,Alexandra activation,2026-08-28T11:01:39.000,-26.0976134,28.1043558,86.0,15.0,17.0,16.0,30.0
1142,Alexandra activation,2026-08-28T11:01:44.000,-26.0976135,28.1043621,86.0,15.0,17.0,16.0,30.0
1143,Alexandra activation,2026-08-28T11:01:49.000,-26.0976026,28.104389,86.0,15.0,17.0,16.0,30.0
1144,Alexandra activation,2026-08-28T11:01:54.000,-26.0975868,28.1043917,85.0,15.0,17.0,16.0,30.0
1145,Alexandra activation,2026-08-28T11:01:59.000,-26.0975768,28.1043856,85.0,16.0,18.0,17.0,30.0
1146,Alexandra activation,2026-08-28T11:02:04.000,-26.0975753,28.1043843,85.0,16.0,18.0,17.0,31.0
1147,Alexandra activation,2026-08-28T11:02:09.000,-26.0975836,28.1043688,85.0,16.0,18.0,17.0,31.0
1148,Alexandra activation,2026-08-28T11:02:14.000,-26.0975995,28.1043473,85.0,16.0,18.0,17.0,30.0
1149,Alexandra activation,2026-08-28T11:02:19.000,-26.0976049,28.1043444,85.0,16.0,18.0,17.0,30.0
1150,Alexandra activation,2026-08-28T11:02:24.000,-26.0976061,28.1043443,85.0,17.0,19.0,18.0,30.0
1151,Alexandra activation,2026-08-28T11:02:29.000,-26.0976075,28.1043438,85.0,17.0,19.0,18.0,30.0
1152,Alexandra activation,2026-08-28T11:02:34.000,-26.097608,28.104343,85.0,17.0,19.0,18.0,30.0
1153,Alexandra activation,2026-08-28T11:02:39.000,-26.0976075,28.1043498,85.0,16.0,18.0,17.0,31.0
1154,Alexandra activation,2026-08-28T11:02:44.000,-26.0975971,28.1043569,85.0,15.0,17.0,16.0,31.0
1155,Alexandra activation,2026-08-28T11:02:49.000,-26.0975938,28.1043577,85.0,14.0,16.0,15.0,30.0
1156,Alexandra activation,2026-08-28T11:02:54.000,-26.0975924,28.1043594,85.0,15.0,17.0,16.0,31.0
1157,Alexandra activation,2026-08-28T11:02:59.000,-26.0975902,28.1043618,85.0,16.0,18.0,17.0,31.0
1158,Alexandra activation,2026-08-28T11:03:04.000,-26.0975874,28.1043733,85.0,16.0,18.0,17.0,31.0
1159,Alexandra activation,2026-08-28T11:03:09.000,-26.0975873,28.1043829,85.0,17.0,19.0,18.0,30.0
1160,Alexandra activation,2026-08-28T11:03:14.000,-26.0975844,28.1043819,85.0,17.0,19.0,18.0,30.0
1161,Alexandra activation,2026-08-28T11:03:19.000,-26.0975817,28.1043751,85.0,17.0,19.0,18.0,30.0
1162,Alexandra activation,2026-08-28T11:03:24.000,-26.0975794,28.1043735,85.0,15.0,17.0,16.0,31.0
1163,Alexandra activation,2026-08-28T11:03:29.000,-26.0975789,28.1043716,85.0,14.0,15.0,15.0,31.0
1164,Alexandra activation,2026-08-28T11:03:34.000,-26.0975783,28.1043715,85.0,15.0,17.0,16.0,31.0
1165,Alexandra activation,2026-08-28T11:03:39.000,-26.0975781,28.1043711,85.0,16.0,18.0,17.0,31.0
1166,Alexandra activation,2026-08-28T11:03:44.000,-26.0975775,28.1043707,85.0,15.0,17.0,16.0,31.0
1167,Alexandra activation,2026-08-28T11:03:49.000,-26.0975776,28.1043715,85.0,15.0,17.0,16.0,31.0
1168,Alexandra activation,2026-08-28T11:03:54.000,-26.0975798,28.1043725,85.0,15.0,17.0,16.0,31.0
1169,Alexandra activation,2026-08-28T11:03:59.000,-26.0975789,28.1043716,85.0,15.0,17.0,16.0,31.0
1170,Alexandra activation,2026-08-28T11:04:04.000,-26.0975793,28.1043714,85.0,15.0,17.0,16.0,31.0
1171,Alexandra activation,2026-08-28T11:04:09.000,-26.0975921,28.1043763,85.0,15.0,17.0,16.0,31.0
1172,Alexandra activation,2026-08-28T11:04:14.000,-26.0975904,28.1043795,85.0,15.0,17.0,16.0,31.0
1173,Alexandra activation,2026-08-28T11:04:19.000,-26.0975869,28.1043817,85.0,14.0,16.0,15.0,31.0
1174,Alexandra activation,2026-08-28T11:04:24.000,-26.0975843,28.1043826,85.0,16.0,18.0,17.0,31.0
1175,Alexandra activation,2026-08-28T11:04:29.000,-26.0975828,28.1043834,85.0,18.0,21.0,20.0,31.0
1176,Alexandra activation,2026-08-28T11:04:34.000,-26.0975817,28.1043811,85.0,18.0,21.0,20.0,31.0
1177,Alexandra activation,2026-08-28T11:04:39.000,-26.0975823,28.1043757,85.0,16.0,18.0,17.0,31.0
1178,Alexandra activation,2026-08-28T11:04:44.000,-26.0975824,28.1043735,85.0,16.0,18.0,17.0,31.0
1179,Alexandra activation,2026-08-28T11:04:49.000,-26.0975825,28.1043724,85.0,16.0,18.0,17.0,31.0
1180,Alexandra activation,2026-08-28T11:04:54.000,-26.0975793,28.1043774,85.0,15.0,17.0,16.0,31.0
1181,Alexandra activation,2026-08-28T11:04:59.000,-26.0975768,28.104381,85.0,14.0,16.0,15.0,31.0
1182,Alexandra activation,2026-08-28T11:05:04.000,-26.0975741,28.1043847,85.0,14.0,15.0,15.0,31.0
1183,Alexandra activation,2026-08-28T11:05:09.000,-26.0975726,28.1043878,85.0,14.0,16.0,15.0,31.0
1184,Alexandra activation,2026-08-28T11:05:14.000,-26.0975712,28.1043882,85.0,15.0,17.0,16.0,31.0
1185,Alexandra activation,2026-08-28T11:05:19.000,-26.0975709,28.1043813,85.0,16.0,18.0,17.0,31.0
1186,Alexandra activation,2026-08-28T11:05:24.000,-26.0975719,28.1043753,85.0,17.0,20.0,18.0,31.0
1187,Alexandra activation,2026-08-28T11:05:29.000,-26.0975728,28.1043705,85.0,16.0,18.0,17.0,31.0
1188,Alexandra activation,2026-08-28T11:05:34.000,-26.0975731,28.1043674,85.0,16.0,18.0,17.0,31.0
1189,Alexandra activation,2026-08-28T11:05:39.000,-26.0975728,28.1043657,85.0,18.0,20.0,20.0,31.0
1190,Alexandra activation,2026-08-28T11:05:44.000,-26.0975741,28.1043676,85.0,18.0,20.0,19.0,31.0
1191,Alexandra activation,2026-08-28T11:05:49.000,-26.0975847,28.1043679,85.0,18.0,20.0,19.0,31.0
1192,Alexandra activation,2026-08-28T11:05:54.000,-26.0975906,28.1043673,85.0,16.0,18.0,18.0,31.0
1193,Alexandra activation,2026-08-28T11:05:59.000,-26.0975937,28.1043664,85.0,15.0,17.0,16.0,32.0
1194,Alexandra activation,2026-08-28T11:06:04.000,-26.0975964,28.1043661,85.0,17.0,19.0,18.0,32.0
1195,Alexandra activation,2026-08-28T11:06:09.000,-26.0975983,28.1043689,84.0,18.0,21.0,20.0,32.0
1196,Alexandra activation,2026-08-28T11:06:14.000,-26.0976002,28.1043723,84.0,18.0,21.0,20.0,32.0
1197,Alexandra activation,2026-08-28T11:06:19.000,-26.0976009,28.1043748,84.0,19.0,23.0,21.0,32.0
1198,Alexandra activation,2026-08-28T11:06:24.000,-26.0976011,28.1043767,84.0,19.0,22.0,21.0,32.0
1199,Alexandra activation,2026-08-28T11:06:29.000,-26.0976017,28.1043775,84.0,18.0,20.0,19.0,31.0
1200,Alexandra activation,2026-08-28T11:06:34.000,-26.0976021,28.1043772,84.0,17.0,19.0,18.0,31.0
1201,Alexandra activation,2026-08-28T11:06:39.000,-26.0976015,28.104379,84.0,16.0,18.0,17.0,31.0
1202,Alexandra activation,2026-08-28T11:06:44.000,-26.0975968,28.1043877,84.0,17.0,19.0,18.0,31.0
1203,Alexandra activation,2026-08-28T11:06:49.000,-26.0975939,28.1043902,84.0,17.0,19.0,18.0,31.0
1204,Alexandra activation,2026-08-28T11:06:54.000,-26.0975921,28.1043911,84.0,17.0,19.0,18.0,31.0
1205,Alexandra activation,2026-08-28T11:06:59.000,-26.0975913,28.1043923,84.0,16.0,18.0,17.0,31.0
1206,Alexandra activation,2026-08-28T11:07:04.000,-26.0975905,28.1043928,84.0,16.0,18.0,17.0,31.0
1207,Alexandra activation,2026-08-28T11:07:09.000,-26.09759,28.1043935,84.0,16.0,18.0,17.0,31.0
1208,Alexandra activation,2026-08-28T11:07:14.000,-26.0975892,28.1043936,84.0,17.0,19.0,18.0,31.0
1209,Alexandra activation,2026-08-28T11:07:19.000,-26.0975891,28.1043933,84.0,17.0,19.0,18.0,31.0
1210,Alexandra activation,2026-08-28T11:07:24.000,-26.0975863,28.1043889,84.0,17.0,19.0,18.0,31.0
1211,Alexandra activation,2026-08-28T11:07:29.000,-26.0975806,28.1043763,84.0,17.0,19.0,18.0,31.0
1212,Alexandra activation,2026-08-28T11:07:34.000,-26.0975778,28.1043717,84.0,17.0,19.0,18.0,32.0
1213,Alexandra activation,2026-08-28T11:07:39.000,-26.0975763,28.1043689,84.0,16.0,18.0,17.0,32.0
1214,Alexandra activation,2026-08-28T11:07:44.000,-26.0975758,28.1043648,83.0,15.0,17.0,16.0,32.0
1215,Alexandra activation,2026-08-28T11:07:49.000,-26.0975783,28.1043654,83.0,15.0,17.0,16.0,32.0
1216,Alexandra activation,2026-08-28T11:07:54.000,-26.0975805,28.104366,83.0,15.0,17.0,16.0,32.0
1217,Alexandra activation,2026-08-28T11:07:59.000,-26.0975823,28.104367,83.0,16.0,18.0,17.0,31.0
1218,Alexandra activation,2026-08-28T11:08:04.000,-26.0975834,28.1043682,83.0,15.0,17.0,16.0,31.0
1219,Alexandra activation,2026-08-28T11:08:09.000,-26.0975839,28.1043695,83.0,17.0,19.0,18.0,31.0
1220,Alexandra activation,2026-08-28T11:08:14.000,-26.0975848,28.1043702,83.0,16.0,18.0,17.0,31.0
1221,Alexandra activation,2026-08-28T11:08:19.000,-26.0975848,28.1043705,83.0,16.0,18.0,17.0,31.0
1222,Alexandra activation,2026-08-28T11:08:24.000,-26.0975843,28.1043706,83.0,16.0,18.0,17.0,31.0
1223,Alexandra activation,2026-08-28T11:08:29.000,-26.097584,28.1043709,83.0,16.0,18.0,17.0,31.0
1224,Alexandra activation,2026-08-28T11:08:34.000,-26.0975833,28.1043715,83.0,16.0,18.0,17.0,31.0
1225,Alexandra activation,2026-08-28T11:08:39.000,-26.0975831,28.1043716,83.0,16.0,18.0,17.0,31.0
1226,Alexandra activation,2026-08-28T11:08:44.000,-26.0975833,28.104372,83.0,17.0,20.0,19.0,31.0
1227,Alexandra activation,2026-08-28T11:08:49.000,-26.0975837,28.1043716,83.0,17.0,20.0,19.0,31.0
1228,Alexandra activation,2026-08-28T11:08:54.000,-26.0975872,28.1043708,83.0,16.0,18.0,18.0,31.0
1229,Alexandra activation,2026-08-28T11:08:59.000,-26.0975954,28.1043681,83.0,16.0,18.0,17.0,31.0
1230,Alexandra activation,2026-08-28T11:09:04.000,-26.0975988,28.1043667,83.0,16.0,18.0,17.0,31.0
1231,Alexandra activation,2026-08-28T11:09:09.000,-26.0976022,28.1043661,83.0,16.0,18.0,17.0,31.0
1232,Alexandra activation,2026-08-28T11:09:14.000,-26.0976049,28.1043665,83.0,17.0,19.0,18.0,31.0
1233,Alexandra activation,2026-08-28T11:09:19.000,-26.0976063,28.1043667,83.0,19.0,22.0,21.0,31.0
1234,Alexandra activation,2026-08-28T11:09:24.000,-26.0976073,28.1043667,83.0,19.0,22.0,21.0,31.0
1235,Alexandra activation,2026-08-28T11:09:29.000,-26.097608,28.1043664,83.0,17.0,20.0,19.0,31.0
1236,Alexandra activation,2026-08-28T11:09:34.000,-26.0975924,28.1043605,83.0,16.0,18.0,17.0,32.0
1237,Alexandra activation,2026-08-28T11:09:39.000,-26.0975791,28.1043612,83.0,15.0,18.0,17.0,32.0
1238,Alexandra activation,2026-08-28T11:09:44.000,-26.0975809,28.1043583,83.0,17.0,19.0,18.0,32.0
1239,Alexandra activation,2026-08-28T11:09:49.000,-26.097582,28.1043574,83.0,17.0,19.0,18.0,32.0
1240,Alexandra activation,2026-08-28T11:09:54.000,-26.0975828,28.1043567,83.0,16.0,18.0,17.0,32.0
1241,Alexandra activation,2026-08-28T11:09:59.000,-26.0975834,28.1043567,83.0,16.0,18.0,17.0,32.0
1242,Alexandra activation,2026-08-28T11:10:04.000,-26.0975846,28.1043562,83.0,16.0,18.0,17.0,32.0
